date;link;name;where;price;perm;rooms;sqm;who
20230721;/pl/oferta/wyremontowana-kawalerka-38m2-w-centrum-miasta-ID4mbg5;Wyremontowana kawalerka 38m2 w centrum miasta;ul. Nawrot 76, Fabryczna Widzew, Widzew, Łódź, łódzkie;330 000 zł;8684 zł/m²;1 pokój;38 m²;Oferta prywatna
20230721;/pl/oferta/2-pokojowe-mieszkanie-64m2-bez-prowizji-ID4iXOc;2-pokojowe mieszkanie 64m2 Bez Prowizji;ul. Rzgowska, Stare Chojny, Górna, Łódź, łódzkie;Zapytaj o cenę;;2 pokoje;64.65 m²;Yuniversal DevelopmentInwestycja deweloperska
20230721;/pl/oferta/przy-gorniaku-zgoda-na-podzial-na-2-mieszkania-ID4m73Q;Przy Górniaku - zgoda na podział na 2 mieszkania;ul. Zarzewska, Górniak, Górna, Łódź, łódzkie;305 000 zł;4122 zł/m²;2 pokoje;74 m²;Inwestuj w ŁodziBiuro nieruchomości
20230721;/pl/oferta/3-pokojowe-mieszkanie-45m2-balkon-ID4lhQC;3-pokojowe mieszkanie 45m2 + balkon;al. 1 Maja, Stare Polesie, Polesie, Łódź, łódzkie;Zapytaj o cenę;;3 pokoje;45.48 m²;MurapolInwestycja deweloperska
20230721;/pl/oferta/mikrokawalerki-kamienica-zrewitalizowana-10-rso-ID4j1qb;Mikrokawalerki Kamienica Zrewitalizowana ,10%RSO!!;ul. Kowieńska 10, Karolew, Polesie, Łódź, łódzkie;205 000 zł;14 855 zł/m²;1 pokój;13.8 m²;Dobry Grunt Zbigniew NowackiBiuro nieruchomości
20230721;/pl/oferta/wygodne-m3-radogoszcz-wschod-2-p-od-zaraz-ID4kFYp;Wygodne M3 - Radogoszcz Wschód, 2 p, od zaraz;Radogoszcz, Bałuty, Łódź, łódzkie;419 000 zł;8461 zł/m²;2 pokoje;49.52 m²;Atelier Nieruchomości spółka z ooBiuro nieruchomości
20230721;/pl/oferta/wygodny-uklad-4-pokoje-garderoba-ul-brzoski-ID4kHXN;Wygodny układ, 4 pokoje + garderoba ul. Brzóski;ul. ks. Stanisława Brzóski, Stare Bałuty, Bałuty, Łódź, łódzkie;605 000 zł;7786 zł/m²;4 pokoje;77.7 m²;Atelier Nieruchomości spółka z ooBiuro nieruchomości
20230721;/pl/oferta/nowy-apartrtament-2-pokoje-dla-wymagajacych-primo-ID4j5e0;Nowy Apartrtament 2 pokoje dla wymagających PRIMO;ul. Tramwajowa 17b, Centrum, Śródmieście, Łódź, łódzkie;480 000 zł;14 298 zł/m²;2 pokoje;33.57 m²;Dobry Grunt Zbigniew NowackiBiuro nieruchomości
20230721;/pl/oferta/bema-40-apartament-3-pokojowy-p-89-ID4lo7g;Bema 40 | apartament 3-pokojowy P-89;ul. gen. Józefa Bema, Julianów, Bałuty, Łódź, łódzkie;727 500 zł;7500 zł/m²;3 pokoje;97 m²;MaxBudConstruction Sp.J.Inwestycja deweloperska
20230721;/pl/oferta/mieszkanie-80m2-retkinia-wysoki-standard-ID4eLFp;Mieszkanie 80m2_Retkinia_Wysoki standard;Retkinia, Polesie, Łódź, łódzkie;595 000 zł;7438 zł/m²;3 pokoje;80 m²;Oferta prywatna
20230721;/pl/oferta/1-pokojowe-mieszkanie-34m2-bez-posrednikow-ID4jMSr;1-pokojowe mieszkanie 34m2 Bez Pośredników;ul. prof. Bohdana Stefanowskiego, Politechniczna, Polesie, Łódź, łódzkie;Zapytaj o cenę;;1 pokój;34.99 m²;Real Development GroupInwestycja deweloperska
20230721;/pl/oferta/rozkladowe-m3-z-loggia-blisko-manufaktury-ID4lWm1;Rozkładowe M3 z loggią blisko Manufaktury;ul. Wrocławska, Stare Miasto, Bałuty, Łódź, łódzkie;369 000 zł;7380 zł/m²;2 pokoje;50 m²;Polska Agencja NieruchomościBiuro nieruchomości
20230721;/pl/oferta/3-pokojowe-mieszkanie-w-zielonej-okolicy-dabrowa-ID4mnzy;3 pokojowe mieszkanie w zielonej okolicy, Dąbrowa;ul. Zbaraska, Dąbrowa, Górna, Łódź, łódzkie;270 000 zł;5604 zł/m²;3 pokoje;48.18 m²;RE/MAX Polska - Międzynarodowa Sieć Biur NieruchomościBiuro nieruchomości
20230721;/pl/oferta/kierpcowa-apartamenty-39-05-m2-2-pokoje-ID4iEnE;KIERPCOWA Apartamenty - 39,05 m2, 2 pokoje;ul. Kierpcowa, Stare Moskule, Widzew, Łódź, łódzkie;Zapytaj o cenę;;2 pokoje;39.05 m²;Kierpcowa ATJ Investments Sp. z o.o.Inwestycja deweloperska
20230721;/pl/oferta/ville-atutowa-nowe-mieszkanie-g1-rezerwacja-ID4kG6v;Ville Atutowa | nowe mieszkanie G1 - Rezerwacja;ul. Atutowa, Ruda Pabianicka, Górna, Łódź, łódzkie;Zapytaj o cenę;;3 pokoje;65.04 m²;Vrd Sp.  z o.o.  Sp. k.Inwestycja deweloperska
20230721;/pl/oferta/widzewska-manufaktura-apartamenty-1-pok-b-00-01-ID4l7Vy;Widzewska Manufaktura Apartamenty|1-pok. | B_00_01;al. marsz. Józefa Piłsudskiego, Księży Młyn, Widzew, Łódź, łódzkie;Zapytaj o cenę;;1 pokój;27.61 m²;Resi Capital Spółka AkcyjnaInwestycja deweloperska
20230721;/pl/oferta/3-pokojowe-mieszkanie-62m2-bezposrednio-ID4llQv;3-pokojowe mieszkanie 62m2 Bezpośrednio;ul. Polna, Stare Bałuty, Bałuty, Łódź, łódzkie;531 930 zł;8500 zł/m²;3 pokoje;62.58 m²;MAXBUD IVInwestycja deweloperska
20230721;/pl/oferta/1-pokojowy-apartament-inwestycyjny-34m2-ID4jMT6;1-pokojowy apartament inwestycyjny 34m2;ul. prof. Bohdana Stefanowskiego, Politechniczna, Polesie, Łódź, łódzkie;Zapytaj o cenę;;1 pokój;34.13 m²;Real Development GroupInwestycja deweloperska
20230721;/pl/oferta/super-polozone-48m2-na-karolewie-dwupokojowe-ID4hDRn;Super położone 48m2 na Karolewie (dwupokojowe);ul. Wileńska, Karolew, Polesie, Łódź, łódzkie;305 000 zł;6354 zł/m²;2 pokoje;48 m²;Oferta prywatna
20230721;/pl/oferta/4-pokojowe-mieszkanie-82m2-loggia-bez-prowizji-ID4c8dr;4-pokojowe mieszkanie 82m2 + loggia Bez Prowizji;ul. Nad Sokołówką, Julianów, Bałuty, Łódź, łódzkie;704 650 zł;8500 zł/m²;4 pokoje;82.9 m²;SGIInwestycja deweloperska
20230721;/pl/oferta/3-pokojowe-mieszkanie-71m2-taras-bez-prowizji-ID4gmur;3-pokojowe mieszkanie 71m2 + taras Bez Prowizji;ul. Patrice Lumumby, Radiostacja, Śródmieście, Łódź, łódzkie;560 594 zł;7826 zł/m²;3 pokoje;71.63 m²;ATALInwestycja deweloperska
20230721;/pl/oferta/mieszkanie-blisko-centrum-lodzi-z-c-o-miejskim-ID4mg2w;Mieszkanie blisko centrum Łodzi z C.O. miejskim;Stare Polesie, Polesie, Łódź, łódzkie;239 970 zł;4404 zł/m²;2 pokoje;54.49 m²;Plena InvestBiuro nieruchomości
20230721;/pl/oferta/3-pokojowe-mieszkanie-65m2-taras-bez-prowizji-ID4iKKq;3-pokojowe mieszkanie 65m2 + taras Bez Prowizji;ul. Nad Sokołówką, Julianów, Bałuty, Łódź, łódzkie;546 504 zł;8400 zł/m²;3 pokoje;65.06 m²;SGIInwestycja deweloperska
20230721;/pl/oferta/m3-pomorska-od-zaraz-inwestycja-zrewitalizowana-ID4mnyn;M3/Pomorska/Od Zaraz/Inwestycja/Zrewitalizowana;Mileszki, Widzew, Łódź, łódzkie;240 000 zł;4420 zł/m²;2 pokoje;54.3 m²;House FactoryBiuro nieruchomości
20230721;/pl/oferta/4-pokojowe-mieszkanie-79m2-balkon-bez-prowizji-ID4gmuN;4-pokojowe mieszkanie 79m2 + balkon Bez Prowizji;ul. Patrice Lumumby, Radiostacja, Śródmieście, Łódź, łódzkie;592 758 zł;7479 zł/m²;4 pokoje;79.26 m²;ATALInwestycja deweloperska
20230721;/pl/oferta/mieszkanie-36m2-swietna-lokalizacja-ID4m3gA;Mieszkanie 36m2 - świetna lokalizacja!!;ul. Karpacka 18, Kurak, Górna, Łódź, łódzkie;270 000 zł;7500 zł/m²;2 pokoje;36 m²;Oferta prywatna
20230721;/pl/oferta/gorna-ul-naruszewicza-15-3pokoje-piekny-widok-ID4mnxU;Górna ul. Naruszewicza 15, 3pokoje + piękny widok;ul. Adama Naruszewicza, Chojny, Górna, Łódź, łódzkie;468 000 zł;8526 zł/m²;3 pokoje;54.89 m²;Oferta prywatna
20230721;/pl/oferta/3-pokojowe-mieszkanie-73m2-balkon-bez-prowizji-ID4iXO2;3-pokojowe mieszkanie 73m2 + balkon Bez Prowizji;ul. Rzgowska, Stare Chojny, Górna, Łódź, łódzkie;Zapytaj o cenę;;3 pokoje;73.53 m²;Yuniversal DevelopmentInwestycja deweloperska
20230721;/pl/oferta/okazjazysk-9-dwupack-parkpolitechnika-ID4mmtc;Okazja⭐Zysk 9%⭐Dwupack⭐ Park⭐Politechnika;Politechniczna, Polesie, Łódź, łódzkie;399 000 zł;7672 zł/m²;4 pokoje;52.01 m²;KINGDOM real estate advisorBiuro nieruchomości
20230721;/pl/oferta/swietne-mieszkanie-w-centrum-pod-inwestycje-ID4mnxj;Świetne mieszkanie w centrum pod inwestycję;al. Karola Anstadta, Fabryczna, Śródmieście, Łódź, łódzkie;330 000 zł;6346 zł/m²;2 pokoje;52 m²;INVESTORIUS Sp. z o.o.Biuro nieruchomości
20230721;/pl/oferta/2-pokojowe-mieszkanie-36m2-balkon-bezposrednio-ID4lhNU;2-pokojowe mieszkanie 36m2 + balkon Bezpośrednio;al. 1 Maja, Stare Polesie, Polesie, Łódź, łódzkie;Zapytaj o cenę;;2 pokoje;36.8 m²;MurapolInwestycja deweloperska
20230721;/pl/oferta/2-pokojowe-mieszkanie-46m2-balkon-ID4haPr;2-pokojowe mieszkanie 46m2 + balkon;ul. Romanowska, Romanów, Bałuty, Łódź, łódzkie;Zapytaj o cenę;;2 pokoje;46.24 m²;Prywatna Korporacja MieszkaniowaInwestycja deweloperska
20230721;/pl/oferta/zadbane-m3-balkon-rozkladowe-os-pojezierska-ID4mnvS;Zadbane M3, balkon, rozkładowe / os. Pojezierska;osiedle Pojezierska, Stare Bałuty, Bałuty, Łódź, łódzkie;299 000 zł;7766 zł/m²;2 pokoje;38.5 m²;Centrum Nieruchomości s.c.Biuro nieruchomości
20230721;/pl/oferta/2-pokojowe-mieszkanie-54m2-loggia-bezposrednio-ID4iKNY;2-pokojowe mieszkanie 54m2 + loggia Bezpośrednio;ul. Nad Sokołówką, Julianów, Bałuty, Łódź, łódzkie;476 784 zł;8800 zł/m²;2 pokoje;54.18 m²;SGIInwestycja deweloperska
20230721;/pl/oferta/mieszkanie-3-pokojowe-lodz-baluty-ID4mnws;Mieszkanie 3 pokojowe Łódź Bałuty;ul. Wspólna, Stare Bałuty, Bałuty, Łódź, łódzkie;749 000 zł;10 712 zł/m²;3 pokoje;69.92 m²;Oferta prywatna
20230721;/pl/oferta/piekne-m5-nowe-meble-na-wymiar-nowe-tv-agd-balkon-ID4mb6f;Piękne M5 Nowe meble na wymiar nowe TV/AGD. Balkon;ul. Franciszkańska, Stare Bałuty, Bałuty, Łódź, łódzkie;595 000 zł;9917 zł/m²;4 pokoje;60 m²;Oferta prywatna
20230721;/pl/oferta/mieszkanie-z-potencjalem-w-atrakcyjnej-cenie-ID4mnuE;Mieszkanie z potencjałem w atrakcyjnej cenie.;ul. Lniana, Teofilów, Bałuty, Łódź, łódzkie;300 000 zł;6652 zł/m²;2 pokoje;45.1 m²;Metrohouse  Franchise S.A.Biuro nieruchomości
20230721;/pl/oferta/mieszkanie-z-pieknym-widokiem-na-panorame-miasta-ID4mnut;Mieszkanie z pięknym widokiem na panoramę miasta.;ul. Henryka Sienkiewicza, Centrum, Śródmieście, Łódź, łódzkie;310 000 zł;7381 zł/m²;2 pokoje;42 m²;Metrohouse  Franchise S.A.Biuro nieruchomości
20230721;/pl/oferta/kawalerka-inwestycyjna-w-nowej-kamienicy-z-co-ID4mb5g;Kawalerka inwestycyjna w nowej kamienicy z CO;ul. Poznańska 20, Górniak, Górna, Łódź, łódzkie;209 900 zł;12 347 zł/m²;1 pokój;17 m²;Oferta prywatna
20230721;/pl/oferta/mieszkanie-38m2-m3-2-pokoje-zarzew-bez-posredni-ID4lzkD;Mieszkanie 38m2, M3 2-pokoje. Zarzew. Bez Pośredni;ul. Władysława Strzemińskiego, Zarzew, Widzew, Łódź, łódzkie;285 000 zł;7500 zł/m²;2 pokoje;38 m²;Oferta prywatna
20230721;/pl/oferta/1-pokojowe-mieszkanie-lodz-gorna-ul-obywatelska-ID4l2ps;1 pokojowe mieszkanie ,Łódź Górna, UL. Obywatelska;ul. Obywatelska, Nowe Rokicie, Górna, Łódź, łódzkie;270 000 zł;7606 zł/m²;1 pokój;35.5 m²;Oferta prywatna
20230721;/pl/oferta/nowa-kawalerka-inwestycyjna-w-nowej-kamienicy-z-co-ID4j2St;Nowa Kawalerka inwestycyjna w nowej kamienicy z CO;ul. Poznańska 20, Górniak, Górna, Łódź, łódzkie;239 900 zł;10 710 zł/m²;1 pokój;22.4 m²;Oferta prywatna
20230721;/pl/oferta/mieszkanie-48-2-m2-z-balkonem-na-3-pietrze-z-winda-ID4mnrY;Mieszkanie 48,2 m2 z balkonem na 3 piętrze z windą;ul. Piotra Czajkowskiego, Widzew Wschód, Widzew, Łódź, łódzkie;365 000 zł;7573 zł/m²;3 pokoje;48.2 m²;Oferta prywatna
20230721;/pl/oferta/tworcza-kawalerka-ID4mnsF;Twórcza kawalerka;Teofilów, Bałuty, Łódź, łódzkie;215 000 zł;7963 zł/m²;1 pokój;27 m²;Vero  NieruchomościBiuro nieruchomości
20230721;/pl/oferta/bezposrednio-93-2m2-3kawalerki-wynajete-1pietro-ID48piI;BEZPOŚREDNIO 93,2m2 - 3kawalerki WYNAJĘTE 1piętro;ul. Pomorska 79, Fabryczna, Śródmieście, Łódź, łódzkie;520 000 zł;5579 zł/m²;3 pokoje;93.2 m²;Oferta prywatna
20230721;/pl/oferta/m3-pelne-piekna-ID4mnsG;M3 pełne piękna;Teofilów, Bałuty, Łódź, łódzkie;300 000 zł;7895 zł/m²;2 pokoje;38 m²;Vero  NieruchomościBiuro nieruchomości
20230721;/pl/oferta/m3-pelne-piekna-ID4mnsG;M3 pełne piękna;Teofilów, Bałuty, Łódź, łódzkie;300 000 zł;7895 zł/m²;2 pokoje;38 m²;Vero  NieruchomościBiuro nieruchomości
20230721;/pl/oferta/mieszkanie-m-4-67-mkw-na-zielonych-stokach-ID4m5en;Mieszkanie M-4 /67 mkw/ na zielonych Stokach;ul. Zbocze, Stoki, Widzew, Łódź, łódzkie;440 000 zł;6567 zł/m²;3 pokoje;67 m²;Oferta prywatna
20230721;/pl/oferta/mieszkanie-m3-lodz-teofilow-niska-cena-i-czynsz-ID4mb2F;Mieszkanie M3 Łódź Teofilów niska cena i czynsz;Teofilów, Bałuty, Łódź, łódzkie;275 000 zł;6044 zł/m²;2 pokoje;45.5 m²;Oferta prywatna
20230721;/pl/oferta/wykonczony-apartament-do-wprowadzenia-premium-ID4lPBo;Wykończony apartament do wprowadzenia - premium;ul. Milionowa, Księży Młyn, Widzew, Łódź, łódzkie;768 905 zł;10 772 zł/m²;3 pokoje;71.38 m²;Oferta prywatna
20230721;/pl/oferta/1-pokojowe-mieszkanie-30m2-ogrodek-ID4haPE;1-pokojowe mieszkanie 30m2 + ogródek;ul. Romanowska, Romanów, Bałuty, Łódź, łódzkie;Zapytaj o cenę;;1 pokój;30.51 m²;Prywatna Korporacja MieszkaniowaInwestycja deweloperska
20230721;/pl/oferta/4-pokojowe-mieszkanie-baluty-bezposrednio-ID4lyUD;4 pokojowe mieszkanie Bałuty, bezpośrednio;Stare Bałuty, Bałuty, Łódź, łódzkie;388 000 zł;5599 zł/m²;4 pokoje;69.3 m²;Oferta prywatna
20230721;/pl/oferta/nowe-mieszkanie-duzy-balkon-3-pokoje-garaz-okazja-ID4mnqi;Nowe mieszkanie duży balkon 3 pokoje garaż OKAZJA!;ul. Grabieniec, Teofilów, Bałuty, Łódź, łódzkie;512 000 zł;7516 zł/m²;3 pokoje;68.12 m²;Oferta prywatna
20230721;/pl/oferta/mieszkanie-kawalerka-retkinia-ID4mnpZ;Mieszkanie Kawalerka Retkinia;ul. Krzemieniecka, Karolew, Polesie, Łódź, łódzkie;225 000 zł;8275 zł/m²;1 pokój;27.19 m²;Oferta prywatna
20230721;/pl/oferta/4-pokojowe-mieszkanie-120m2-taras-ID4dyYy;4-pokojowe mieszkanie 120m2 + taras;ul. Jana Kilińskiego, Fabryczna, Śródmieście, Łódź, łódzkie;Zapytaj o cenę;;4 pokoje;120.7 m²;Revisit HomeInwestycja deweloperska
20230721;/pl/oferta/2-pokoje-w-centrum-uniwersytet-ten-rok-ID4mlib;2 Pokoje w Centrum - Uniwersytet ‼️ Ten rok ‼️;ul. dr. Stefana Kopcińskiego, Stary Widzew, Widzew, Łódź, łódzkie;329 766 zł;9150 zł/m²;2 pokoje;36.04 m²;RYNEK PIERWOTNYBiuro nieruchomości
20230721;/pl/oferta/2-pokoje-w-centrum-uniwersytet-ten-rok-ID4mczs;2 Pokoje w Centrum - Uniwersytet ‼️ Ten rok ‼️;ul. dr. Stefana Kopcińskiego, Stary Widzew, Widzew, Łódź, łódzkie;365 070 zł;8950 zł/m²;2 pokoje;40.79 m²;RYNEK PIERWOTNYBiuro nieruchomości
20230721;/pl/oferta/5-pokojowe-mieszkanie-93m2-2-balkony-ID4j7dD;5-pokojowe mieszkanie 93m2 + 2 balkony;ul. Jana Kilińskiego, Fabryczna, Śródmieście, Łódź, łódzkie;Zapytaj o cenę;;5 pokoi;93 m²;Revisit HomeInwestycja deweloperska
20230721;/pl/oferta/2-pokojowe-mieszkanie-39m2-ogrodek-bez-prowizji-ID4iThN;2-pokojowe mieszkanie 39m2 + ogródek Bez Prowizji;ul. Marcina Kasprzaka, Stare Polesie, Polesie, Łódź, łódzkie;404 680 zł;10 150 zł/m²;2 pokoje;39.87 m²;VFM Real EstateInwestycja deweloperska
20230721;/pl/oferta/3-pokoje-balkon-do-remontu-na-manhattanie-ID4mnpu;3 pokoje balkon do remontu na Manhattanie;ul. Henryka Sienkiewicza, Centrum, Śródmieście, Łódź, łódzkie;390 005 zł;6500 zł/m²;3 pokoje;60 m²;ESTATE-RSBiuro nieruchomości
20230721;/pl/oferta/bema-40-apartament-3-pokojowy-p-88-ID4lo7f;Bema 40 | apartament 3-pokojowy P-88;ul. gen. Józefa Bema, Julianów, Bałuty, Łódź, łódzkie;947 250 zł;7500 zł/m²;3 pokoje;126.3 m²;MaxBudConstruction Sp.J.Inwestycja deweloperska
20230721;/pl/oferta/m3-45m2-lodz-gorna-ul-sanocka-ID4maXZ;M3, 45m2, Łódź-Górna, ul. Sanocka;Koziny, Polesie, Łódź, łódzkie;289 000 zł;6422 zł/m²;2 pokoje;45 m²;Oferta prywatna
20230721;/pl/oferta/2-pokojowe-mieszkanie-58m2-ogrodek-ID4j7dk;2-pokojowe mieszkanie 58m2 + ogródek;ul. Jana Kilińskiego, Fabryczna, Śródmieście, Łódź, łódzkie;Zapytaj o cenę;;2 pokoje;58.7 m²;Revisit HomeInwestycja deweloperska
20230721;/pl/oferta/apartament-5-pokojowy-inwestycja-zakonczona-ID4kPZ1;Apartament 5 pokojowy, Inwestycja zakończona!;ul. Kwiatowa 22, Złotno, Polesie, Łódź, łódzkie;1 031 116 zł;7400 zł/m²;5 pokoi;139.34 m²;Biuro deweloperaBiuro nieruchomości
