date;link;name;where;price;perm;rooms;sqm;who
20230720;https://www.otodom.pl/pl/oferta/apartament-3-pokoje-do-wprowadzenia-bez-pcc-ID4mbjl;Apartament 3-pokoje do wprowadzenia !!! BEZ PCC;Złotno, Polesie, Łódź, łódzkie;749 000 zł;11 578 zł/m²;3 pokoje;64.69 m²;"TomHouse - Nieruchomości
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-71m2-taras-bez-prowizji-ID4gmur;3-pokojowe mieszkanie 71m2 + taras Bez Prowizji;ul. Patrice Lumumby, Radiostacja, Śródmieście, Łódź, łódzkie;560 594 zł;7826 zł/m²;3 pokoje;71.63 m²;"ATAL
Inwestycja deweloperska"
20230720;https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-82m2-loggia-bez-prowizji-ID4c8dr;4-pokojowe mieszkanie 82m2 + loggia Bez Prowizji;ul. Nad Sokołówką, Julianów, Bałuty, Łódź, łódzkie;704 650 zł;8500 zł/m²;4 pokoje;82.9 m²;"SGI
Inwestycja deweloperska"
20230720;https://www.otodom.pl/pl/oferta/rzadkie-unikatowe-mieszkania-z-duzymi-tarasami-ID4k37f;RZADKIE, Unikatowe mieszkania z DUŻYMI TARASAMI.;Ruda Pabianicka, Górna, Łódź, łódzkie;1 005 660 zł;11 050 zł/m²;4 pokoje;91.01 m²;"BIURO SPRZEDAŻY DEWELOPERA
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/mieszkania-z-poszukiwanymi-tarasami-pow-27-m-ID4m6jE;Mieszkania z poszukiwanymi Tarasami - pow. 27 m.;Widzew Wschód, Widzew, Łódź, łódzkie;495 760 zł;8000 zł/m²;3 pokoje;61.97 m²;"BIURO SPRZEDAŻY DEWELOPERA
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/mieszkanie-62-50-m-lodz-ID4mmAE;Mieszkanie, 62,50 m², Łódź;Doły, Bałuty, Łódź, łódzkie;465 000 zł;7440 zł/m²;3 pokoje;62.5 m²;"House Factory
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-65m2-2-balkony-ID4i7ZG;3-pokojowe mieszkanie 65m2 + 2 balkony;ul. Walerego Wróblewskiego, Górniak, Górna, Łódź, łódzkie;847 080 zł;13 000 zł/m²;3 pokoje;65.16 m²;"OPG Property Professionals
Inwestycja deweloperska"
20230720;https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-lodz-baluty-m3-45-8m2-ID4hpbr;Mieszkanie 2 pokoje Łódź Bałuty M3 45,8m2;ul. Franciszkańska, Stare Bałuty, Bałuty, Łódź, łódzkie;269 000 zł;5873 zł/m²;2 pokoje;45.8 m²;Oferta prywatna
20230720;https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-79m2-balkon-bez-prowizji-ID4gmuN;4-pokojowe mieszkanie 79m2 + balkon Bez Prowizji;ul. Patrice Lumumby, Radiostacja, Śródmieście, Łódź, łódzkie;592 758 zł;7479 zł/m²;4 pokoje;79.26 m²;"ATAL
Inwestycja deweloperska"
20230720;https://www.otodom.pl/pl/oferta/bema-40-apartament-3-pokojowy-p-89-ID4lo7g;Bema 40 | apartament 3-pokojowy P-89;ul. gen. Józefa Bema, Julianów, Bałuty, Łódź, łódzkie;727 500 zł;7500 zł/m²;3 pokoje;97 m²;"MaxBudConstruction Sp.J.
Inwestycja deweloperska"
20230720;https://www.otodom.pl/pl/oferta/kawalerka-inwestycyjna-baluty-centrum-od-zaraz-ID4lJbW;Kawalerka inwestycyjna | Bałuty-Centrum | od zaraz;ul. Klonowa, Żubardź, Bałuty, Łódź, łódzkie;194 950 zł;7498 zł/m²;1 pokój;26 m²;Oferta prywatna
20230720;https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-39m2-ogrodek-bez-prowizji-ID4iThN;2-pokojowe mieszkanie 39m2 + ogródek Bez Prowizji;ul. Marcina Kasprzaka, Stare Polesie, Polesie, Łódź, łódzkie;404 680 zł;10 150 zł/m²;2 pokoje;39.87 m²;"VFM Real Estate
Inwestycja deweloperska"
20230720;https://www.otodom.pl/pl/oferta/hit-inwestycyjny-w-okolicy-asp-kawalerka-ID4mmjB;Hit inwestycyjny w okolicy Asp Kawalerka;ul. Przemysłowa, Marysin Doły, Bałuty, Łódź, łódzkie;150 000 zł;6178 zł/m²;1 pokój;24.28 m²;"Marcin Starczewski Nieruchomości
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/kawalerka-24m2-inwestycyjnie-roi-8-radogoszcz-ID4mmju;Kawalerka 24m2 Inwestycyjnie Roi 8 % Radogoszcz!;Radogoszcz, Bałuty, Łódź, łódzkie;239 000 zł;10 622 zł/m²;2 pokoje;22.5 m²;"House Factory
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/rozkladowe-m3-na-osiedlu-falista-z-2009-roku-ID4mmhE;Rozkładowe M3 na Osiedlu Falista z 2009 roku;Lublinek, Polesie, Łódź, łódzkie;465 000 zł;9283 zł/m²;2 pokoje;50.09 m²;"TRUST Nieruchomości
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-lodzi-ID4mmh1;Kawalerka - w centrum Łodzi;ul. Nawrot 55, Stare Polesie, Polesie, Łódź, łódzkie;169 000 zł;9205 zł/m²;1 pokój;18.36 m²;Oferta prywatna
20230720;https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-lodz-retkinia-ID4lrJH;Mieszkanie 2-pokojowe Łódź - Retkinia;ul. Batalionów Chłopskich, Retkinia, Polesie, Łódź, łódzkie;300 000 zł;6140 zł/m²;2 pokoje;48.86 m²;"homfi sp. z o.o.
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/mieszkanie-44-m2-na-osiedlu-chojny-2-pok-ID4lxf3;Mieszkanie 44 m2 na osiedlu Chojny 2 pok.;ul. Antoniego Edwarda Odyńca, Chojny, Górna, Łódź, łódzkie;329 000 zł;7477 zł/m²;2 pokoje;44 m²;"homfi sp. z o.o.
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-lodz-ul-brzozowskiego-ID4m2ag;3-pokojowe mieszkanie, Łódź, ul. Brzozowskiego;ul. Stanisława Brzozowskiego, Nowe Rokicie, Górna, Łódź, łódzkie;430 000 zł;9885 zł/m²;2 pokoje;43.5 m²;"homfi sp. z o.o.
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/przedsprzedaz-mieszkan-wybierz-najlepszy-uklad-ID4mlRL;Przedsprzedaż mieszkań-wybierz najlepszy układ>>;Przedsprzedaż mieszkań - kup najtaniej. Manufaktura, Park, Stare Polesie, Polesie, Łódź, łódzkie;345 600 zł;9563 zł/m²;2 pokoje;36.14 m²;"Nieruchomości Plus
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/2-pok-juz-od-320-400-zl-przedsprzedaz-mieszkan-ID4mlRJ;2-pok. już od 320 400 zł. Przedsprzedaż mieszkań>>;Przedsprzedaż mieszkań - kup najtaniej. Manufaktura, Park, Stare Polesie, Polesie, Łódź, łódzkie;320 400 zł;10 028 zł/m²;2 pokoje;31.95 m²;"Nieruchomości Plus
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/nowe-przestronne-m4-67-mkw-bez-pcc-ID4m3GJ;Nowe, przestronne M4, 67 mkw - BEZ PCC!;ul. Grabieniec, Teofilów, Bałuty, Łódź, łódzkie;514 668 zł;7700 zł/m²;3 pokoje;66.84 m²;Biuro nieruchomości
20230720;https://www.otodom.pl/pl/oferta/1-pietro-balkon-28-25mkw-remontowana-kamienica-ID4mlRq;1 piętro, balkon 28,25mkw, Remontowana Kamienica,;Karolew, Polesie, Łódź, łódzkie;148 600 zł;5260 zł/m²;2 pokoje;28.25 m²;"Xhome nieruchomości
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/m3-widzew-ok-palmiarni-po-remoncie-37m-okazja-ID4mlR8;M3 Widzew, ok. Palmiarni, po remoncie , 37m Okazja;ul. Gołębia, Księży Młyn, Widzew, Łódź, łódzkie;290 000 zł;7838 zł/m²;2 pokoje;37 m²;"WELLHOME NIERUCHOMOŚCI
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/3-pokojowe-ok-manufaktury-prywatna-kamienica-ID4mlR1;3-pokojowe ok. Manufaktury- Prywatna kamienica;Ruda Pabianicka, Górna, Łódź, łódzkie;15 000 zł;188 zł/m²;3 pokoje;80 m²;"Łódzkie Centrum Nieruchomości
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/dom-w-cenie-mieszkania-z-wlasnym-ogrodem-ID4jJPI;Dom w cenie mieszkania z własnym ogrodem!;ul. Łukaszewska, Stare Moskule, Widzew, Łódź, łódzkie;858 894,40 zł;8339 zł/m²;4 pokoje;103 m²;"Maestro SA
Inwestycja deweloperska"
20230720;https://www.otodom.pl/pl/oferta/rodzinne-m3-spory-rabat-dla-gotowki-ID4lNYI;Rodzinne M3 Spory rabat dla gotówki!!!;Marysin, Bałuty, Łódź, łódzkie;452 634 zł;7800 zł/m²;3 pokoje;58.03 m²;"""Wyborne Nieruchomości""
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/lodz-przytulne-studio-w-otoczeniu-zieleni-ID4mlPO;Łódź przytulne studio w otoczeniu zieleni;ul. Górska, Stoki, Widzew, Łódź, łódzkie;265 000 zł;9138 zł/m²;1 pokój;29 m²;Oferta prywatna
20230720;https://www.otodom.pl/pl/oferta/apartamenty-zolnierska-12-ba-1-ID47HH0;Apartamenty Żołnierska 12 BA 1;ul. Żołnierska, Złotno, Polesie, Łódź, łódzkie;678 150 zł;9000 zł/m²;3 pokoje;75.35 m²;Oferta prywatna
20230720;https://www.otodom.pl/pl/oferta/1-q-2024-1000m-od-wydzialow-uniwersytetu-lodzkiego-ID4mlq1;1 Q 2024|1000m od Wydziałów Uniwersytetu Łódzkiego;Fabryczna Widzew, Widzew, Łódź, łódzkie;329 766 zł;9150 zł/m²;2 pokoje;36.04 m²;"Rynek Pierwotny Łódź
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-z-balkonem-do-wprowadzenia-ID4mlpT;3 pokojowe mieszkanie z balkonem do wprowadzenia;ul. gen. Lucjana Żeligowskiego, Stare Polesie, Polesie, Łódź, łódzkie;800 000 zł;10 578 zł/m²;3 pokoje;75.63 m²;"Metrohouse Franchise S.A.
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/rozkladowe-2pokoje-w-okolicy-politechniki-lodzkiej-ID4mlpR;Rozkładowe 2pokoje w okolicy Politechniki Łódzkiej;al. Politechniki, Politechniczna, Polesie, Łódź, łódzkie;370 000 zł;7030 zł/m²;2 pokoje;52.63 m²;"Metrohouse Franchise S.A.
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/1-q-2024-1000m-od-wydzialow-uniwersytetu-lodzkiego-ID4mlpM;1 Q 2024|1000m od Wydziałów Uniwersytetu Łódzkiego;Fabryczna Widzew, Widzew, Łódź, łódzkie;298 061 zł;9850 zł/m²;2 pokoje;30.26 m²;"Rynek Pierwotny Łódź
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/2q2024-1000m-od-politechniki-lodzkiej-balkon-9m2-ID4mlp5;2Q2024|1000m od Politechniki Łódzkiej|balkon 9m2;Politechniczna, Polesie, Łódź, łódzkie;530 754 zł;8165 zł/m²;4 pokoje;65 m²;"Rynek Pierwotny Łódź
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/2q2024-1000m-od-politechniki-lodzkiej-balkon-9m2-ID4mloQ;2Q2024|1000m od Politechniki Łódzkiej|balkon 9m2;Politechniczna, Polesie, Łódź, łódzkie;463 955 zł;8285 zł/m²;4 pokoje;56 m²;"Rynek Pierwotny Łódź
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/2q2024-1000m-od-politechniki-lodzkiej-2-3-4-pokoje-ID4mloE;2Q2024|1000m od Politechniki Łódzkiej|2,3,4 pokoje;Politechniczna, Polesie, Łódź, łódzkie;353 173 zł;9545 zł/m²;2 pokoje;37 m²;"Rynek Pierwotny Łódź
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/3q2024-2km-do-manufaktury-piotrkowskiej-balkon-9m2-ID4mlnS;3Q2024|2km do Manufaktury&Piotrkowskiej|balkon 9m2;Stare Polesie, Polesie, Łódź, łódzkie;452 221 zł;8937 zł/m²;3 pokoje;50.6 m²;"Rynek Pierwotny Łódź
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/mieszkanie-do-podzialu-na-4-kawalerki-ul-struga-ID4mlnu;Mieszkanie do podziału na 4 kawalerki, ul. Struga;ul. Andrzeja Struga, Stare Polesie, Polesie, Łódź, łódzkie;430 000 zł;4365 zł/m²;4 pokoje;98.5 m²;Biuro nieruchomości
20230720;https://www.otodom.pl/pl/oferta/3qkw-2024-2km-do-manufaktury-i-piotrkowskiej-2-pok-ID4mlnx;3QKW 2024|2KM do Manufaktury i Piotrkowskiej|2 pok;Stare Polesie, Polesie, Łódź, łódzkie;405 334 zł;9651 zł/m²;2 pokoje;42 m²;"Rynek Pierwotny Łódź
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/przestronne-m4-okolice-ronda-solidarnosci-ID4m8Ch;Przestronne M4 - okolice Ronda Solidarności;ul. Pomorska, Fabryczna, Śródmieście, Łódź, łódzkie;518 000 zł;7639 zł/m²;3 pokoje;67.81 m²;Oferta prywatna
20230720;https://www.otodom.pl/pl/oferta/mieszkanie-74-15-m-lodz-ID4ml3W;Mieszkanie, 74,15 m², Łódź;Radogoszcz, Bałuty, Łódź, łódzkie;515 000 zł;6945 zł/m²;3 pokoje;74.15 m²;"House Factory
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/kawalerkabezposredniolutomierskabalkon1-pietro-ID4meC0;Kawalerka✨Bezpośrednio✨Lutomierska✨Balkon✨1 piętro;ul. Lutomierska 111, Żubardź, Bałuty, Łódź, łódzkie;229 420 zł;9140 zł/m²;1 pokój;25.1 m²;Oferta prywatna
20230720;https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-blok-46-m2-2-pietro-lodz-ID4m0MH;2-pokojowe mieszkanie, blok, 46 m2, 2 piętro Łódż;ul. Teodora, Stary Widzew, Widzew, Łódź, łódzkie;274 000 zł;6014 zł/m²;2 pokoje;45.56 m²;"RE/MAX Polska - Międzynarodowa Sieć Biur Nieruchomości
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/mieszkanie-w-spokojnej-okolicy-ID4jrRI;Mieszkanie w spokojnej okolicy;ul. Powstańców Śląskich, Sikawa, Widzew, Łódź, łódzkie;270 000 zł;5806 zł/m²;2 pokoje;46.5 m²;"Skylight Brokers
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/ladna-kawalerka-na-retkini-ID4lDCD;Ładna kawalerka na Retkini;Retkinia, Polesie, Łódź, łódzkie;270 500 zł;8726 zł/m²;1 pokój;31 m²;Oferta prywatna
20230720;https://www.otodom.pl/pl/oferta/male-mieszkanie-w-centrum-lodzi-ID4kYFe;Małe mieszkanie w centrum Łodzi;ul. Wodna, Fabryczna Widzew, Widzew, Łódź, łódzkie;130 000 zł;8125 zł/m²;1 pokój;16 m²;"Skylight Brokers
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/pracujaca-nieruchomosc-roi-13-9-dwa-poziomy-ID4krLB;Pracująca nieruchomość | Roi 13,9% | Dwa poziomy;ul. Młynarska, Stare Bałuty, Bałuty, Łódź, łódzkie;388 700 zł;6376 zł/m²;3 pokoje;60.96 m²;"JUST ELITE
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/luksusowy-apartament-w-spokojnej-okolicy-ID4ml2C;Luksusowy apartament w spokojnej okolicy;ul. Waleriana Łukasińskiego, Chojny, Górna, Łódź, łódzkie;1 090 000 zł;8385 zł/m²;3 pokoje;130 m²;"Galileo Estate
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/villa-1-bema-50-julianow-ID4g47Y;VILLA 1 / Bema 50 - Julianów;ul. gen. Józefa Bema, Julianów, Bałuty, Łódź, łódzkie;1 693 030 zł;11 500 zł/m²;3 pokoje;147.22 m²;"H3 Development
Inwestycja deweloperska"
20230720;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-50m2-balkon-ID4deHP;3-pokojowe mieszkanie 50m2 + balkon;ul. Czerwona, Górniak, Górna, Łódź, łódzkie;485 713 zł;9550 zł/m²;3 pokoje;50.86 m²;"OPG Property Professionals
Inwestycja deweloperska"
20230720;https://www.otodom.pl/pl/oferta/kredyt-2-ostatnie-2-pok-z-ogrodkiem-ID4mky2;Kredyt 2%. Ostatnie 2-pok. z ogródkiem.;ul. Radwańska, Politechniczna, Polesie, Łódź, łódzkie;368 100 zł;9919 zł/m²;2 pokoje;37.11 m²;"Nieruchomości Plus
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/inwestycyjne-kawalerki-obok-um-ID4l1uI;Inwestycyjne kawalerki obok UM;Centrum, Śródmieście, Łódź, łódzkie;335 967 zł;10 450 zł/m²;1 pokój;32.15 m²;"""Wyborne Nieruchomości""
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-bezposrednio-ID4deII;2-pokojowe mieszkanie 35m2 + balkon Bezpośrednio;ul. Czerwona, Górniak, Górna, Łódź, łódzkie;367 092 zł;10 300 zł/m²;2 pokoje;35.64 m²;"OPG Property Professionals
Inwestycja deweloperska"
20230720;https://www.otodom.pl/pl/oferta/wyjatkowe-m3-89m2-dwupoziomowe-do-wprowadzenia-ID4lo5x;WYJĄTKOWE!! M3, 89m2 DWUPOZIOMOWE, do wprowadzenia;ul. Łomżyńska, Górniak, Górna, Łódź, łódzkie;598 000 zł;6719 zł/m²;3 pokoje;89 m²;Oferta prywatna
20230720;https://www.otodom.pl/pl/oferta/4-pokoje-po-remoncie-ul-brzoski-34-ID4lmqk;4 Pokoje Po Remoncie, Ul. Brzóski 34;ul. ks. Stanisława Brzóski, Stare Bałuty, Bałuty, Łódź, łódzkie;585 000 zł;7519 zł/m²;4 pokoje;77.8 m²;"HAPPY HOME MACIEJ IRACKI
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/2-pietro-teren-ogrodzony-garaz-ul-zeligowskiego-ID4l7Md;2 Piętro, Teren Ogrodzony, Garaż, ul.Żeligowskiego;ul. gen. Lucjana Żeligowskiego, Stare Polesie, Polesie, Łódź, łódzkie;490 000 zł;9899 zł/m²;2 pokoje;49.5 m²;"HAPPY HOME MACIEJ IRACKI
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/2-pokoje-44m-umeblowane-klima-do-wprowadzenia-ID4ka0Q;2 pokoje 44m, umeblowane, klima, do wprowadzenia;chojny-dąbrowa, Chojny, Górna, Łódź, łódzkie;355 000 zł;8068 zł/m²;2 pokoje;44 m²;Oferta prywatna
20230720;https://www.otodom.pl/pl/oferta/nowe-m2-na-nowym-zamknietym-zielonym-osiedlu-ID4lrWj;Nowe M2 na nowym zamkniętym zielonym osiedlu;Koziny, Polesie, Łódź, łódzkie;416 104 zł;10 400 zł/m²;2 pokoje;40.01 m²;"""Wyborne Nieruchomości""
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/dwu-pokojowe-mieszkanie-na-dabrowie-ID4lRLd;Dwu pokojowe mieszkanie na Dąbrowie;ul. Juliusza Kossaka, Dąbrowa, Górna, Łódź, łódzkie;220 000 zł;5789 zł/m²;2 pokoje;38 m²;"Metrohouse Zgierz
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/kawalerka-slovianka-basen-jacuzzi-sauna-ID4h7wu;Kawalerka Slovianka BASEN, JACUZZI, SAUNA;ul. Słowiańska, Górniak, Górna, Łódź, łódzkie;253 900 zł;9588 zł/m²;1 pokój;26.48 m²;Oferta prywatna
20230720;https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-lodz-zubardz-baluty-ID4jQ9r;Komfortowe mieszkanie, Łódź, Żubardź, Bałuty;ul. Powstańców Wielkopolskich, Żubardź, Bałuty, Łódź, łódzkie;630 000 zł;9921 zł/m²;3 pokoje;63.5 m²;Oferta prywatna
20230720;https://www.otodom.pl/pl/oferta/bezposrednio-45-64-m2-adamieckiego-ID4lwUw;Bezpośrednio 45,64 m2 - Adamieckiego;ul. Karola Adamieckiego, Widzew Wschód, Widzew, Łódź, łódzkie;367 000 zł;8041 zł/m²;2 pokoje;45.64 m²;Oferta prywatna
20230720;https://www.otodom.pl/pl/oferta/2-pokoje-w-centrum-uniwersytet-ten-rok-ID4mkdh;2 Pokoje w Centrum - Uniwersytet ‼️ Ten rok ‼️;ul. dr. Stefana Kopcińskiego, Stary Widzew, Widzew, Łódź, łódzkie;329 766 zł;9150 zł/m²;2 pokoje;36.04 m²;"RYNEK PIERWOTNY
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/piekne-2-pokoje-wysoki-standard-alarm-klimatyzacja-ID4lTq2;Piękne 2 Pokoje Wysoki Standard Alarm Klimatyzacja;ul. Wielkopolska, Żabieniec, Bałuty, Łódź, łódzkie;294 000 zł;7737 zł/m²;2 pokoje;38 m²;Oferta prywatna
20230720;https://www.otodom.pl/pl/oferta/dwu-pokojowe-mieszkanie-na-sprzedaz-ID4mkcA;Dwu pokojowe mieszkanie na sprzedaż;ul. Juliusza Kossaka, Dąbrowa, Górna, Łódź, łódzkie;230 000 zł;6053 zł/m²;2 pokoje;38 m²;"Metrohouse
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/bezposrednio-m3-wlasnosciowe-lodz-gorna-ruda-ID4m7OA;Bezpośrednio M3 własnościowe , Łódź Górna, Ruda;ul. Przewodnia, Ruda Pabianicka, Górna, Łódź, łódzkie;309 000 zł;6277 zł/m²;2 pokoje;49.23 m²;Oferta prywatna
20230720;https://www.otodom.pl/pl/oferta/ladne-m3-super-lokalizacja-balkon-duza-komorka-ID4mdPC;Ładne M3. Super lokalizacja. Balkon. Duża komórka.;ul. Podgórna, Chojny, Górna, Łódź, łódzkie;295 000 zł;8185 zł/m²;2 pokoje;36.04 m²;Oferta prywatna
20230720;https://www.otodom.pl/pl/oferta/2-pokoje-garaz-taras-przy-rudzie-pabianickiej-ID4mkbc;2 pokoje garaż taras przy Rudzie Pabianickiej;ul. Graniczna, Ruda Pabianicka, Górna, Łódź, łódzkie;777 000 zł;11 081 zł/m²;2 pokoje;70.12 m²;"ESTATE-RS
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/2-pokoje-balkon-os-zamkniete-przy-lotnisku-ID4mkbb;2 pokoje balkon os.zamknięte przy Lotnisku;ul. Obywatelska, Nowe Sady, Polesie, Łódź, łódzkie;590 000 zł;9219 zł/m²;2 pokoje;64 m²;"ESTATE-RS
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/osiedle-majowe-ID4mhlA;Osiedle Majowe;Zarzew, Widzew, Łódź, łódzkie;449 000 zł;8691 zł/m²;2 pokoje;51.66 m²;"House Factory
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/3-pokoje-do-wprowadzenia-na-retkinii-ID4mjLZ;3 pokoje do wprowadzenia na Retkinii!;ul. Sympatyczna, Retkinia, Polesie, Łódź, łódzkie;490 000 zł;9245 zł/m²;3 pokoje;53 m²;"TRUST Nieruchomości
Biuro nieruchomości"
20230720;https://www.otodom.pl/pl/oferta/mieszkanie-czteropokojowe-teofilow-rogatka-ID4mjJQ;Mieszkanie czteropokojowe Teofilów- Rogatka;Teofilów, Bałuty, Łódź, łódzkie;624 000 zł;7919 zł/m²;4 pokoje;78.8 m²;Oferta prywatna
